module_a,module_b,module_a_genes_n,module_b_genes_n,shared_genes_n,jaccard_index,percent_module_b_shared,shared_gene_symbols
B cell,B cell,6,6,6,1.0,1.0,BANK1;CD19;CD74;CD79A;CD79B;MS4A1
B cell,CAF-myeloid,6,25,0,0.0,0.0,
B cell,DC/APC,6,8,0,0.0,0.0,
B cell,EMT/invasion,6,7,0,0.0,0.0,
B cell,FDC/GC-like,6,6,0,0.0,0.0,
B cell,IFN/MHC antigen-presentation,6,9,0,0.0,0.0,
B cell,IL6-OSM/LIF-JAKSTAT,6,8,0,0.0,0.0,
B cell,SPP1-CD44/integrin,6,8,0,0.0,0.0,
B cell,SPP1/TAM,6,6,0,0.0,0.0,
B cell,T cell,6,5,0,0.0,0.0,
B cell,TGF-beta,6,6,0,0.0,0.0,
B cell,TGF-beta/EMT,6,13,0,0.0,0.0,
B cell,TGF-beta/TGFBR,6,8,0,0.0,0.0,
B cell,TLS chemokine,6,5,0,0.0,0.0,
B cell,acinar_normal,6,5,0,0.0,0.0,
B cell,apCAF,6,5,1,0.1,0.2,CD74
B cell,basal-like,6,7,0,0.0,0.0,
B cell,cd8_effector,6,6,0,0.0,0.0,
B cell,hypoxia,6,6,0,0.0,0.0,
B cell,iCAF,6,7,0,0.0,0.0,
B cell,immune-core,6,32,6,0.1875,0.1875,BANK1;CD19;CD74;CD79A;CD79B;MS4A1
B cell,immune-maturity-like,6,32,6,0.1875,0.1875,BANK1;CD19;CD74;CD79A;CD79B;MS4A1
B cell,islet_endocrine,6,5,0,0.0,0.0,
B cell,matrix-integrin,6,10,0,0.0,0.0,
B cell,myCAF,6,8,0,0.0,0.0,
B cell,myCAF/matrix,6,11,0,0.0,0.0,
B cell,myeloid,6,8,0,0.0,0.0,
B cell,neural_schwann,6,7,0,0.0,0.0,
B cell,panCAF,6,7,0,0.0,0.0,
B cell,pdac_classical_like,6,7,0,0.0,0.0,
B cell,plasma cell,6,7,0,0.0,0.0,
B cell,proliferation,6,6,0,0.0,0.0,
B cell,t_cell_exhaustion_checkpoint,6,6,0,0.0,0.0,
B cell,tumor epithelial,6,6,0,0.0,0.0,
B cell,tumor-aggressive,6,20,0,0.0,0.0,
CAF-myeloid,B cell,25,6,0,0.0,0.0,
CAF-myeloid,CAF-myeloid,25,25,25,1.0,1.0,ACTA2;APOE;C1QA;C1QB;C1QC;CCL18;CD68;COL1A1;COL1A2;COL3A1;CTSB;DCN;FAP;FCGR3A;LGALS3;LST1;LUM;MRC1;MSR1;MYL9;PDPN;SPP1;TAGLN;THY1;TREM2
CAF-myeloid,DC/APC,25,8,0,0.0,0.0,
CAF-myeloid,EMT/invasion,25,7,0,0.0,0.0,
CAF-myeloid,FDC/GC-like,25,6,0,0.0,0.0,
CAF-myeloid,IFN/MHC antigen-presentation,25,9,0,0.0,0.0,
CAF-myeloid,IL6-OSM/LIF-JAKSTAT,25,8,0,0.0,0.0,
CAF-myeloid,SPP1-CD44/integrin,25,8,4,0.13793103448275862,0.5,APOE;LGALS3;SPP1;TREM2
CAF-myeloid,SPP1/TAM,25,6,6,0.24,1.0,APOE;CCL18;CTSB;LGALS3;SPP1;TREM2
CAF-myeloid,T cell,25,5,0,0.0,0.0,
CAF-myeloid,TGF-beta,25,6,0,0.0,0.0,
CAF-myeloid,TGF-beta/EMT,25,13,0,0.0,0.0,
CAF-myeloid,TGF-beta/TGFBR,25,8,0,0.0,0.0,
CAF-myeloid,TLS chemokine,25,5,0,0.0,0.0,
CAF-myeloid,acinar_normal,25,5,0,0.0,0.0,
CAF-myeloid,apCAF,25,5,0,0.0,0.0,
CAF-myeloid,basal-like,25,7,0,0.0,0.0,
CAF-myeloid,cd8_effector,25,6,0,0.0,0.0,
CAF-myeloid,hypoxia,25,6,0,0.0,0.0,
CAF-myeloid,iCAF,25,7,1,0.03225806451612903,0.14285714285714285,PDPN
CAF-myeloid,immune-core,25,32,0,0.0,0.0,
CAF-myeloid,immune-maturity-like,25,32,0,0.0,0.0,
CAF-myeloid,islet_endocrine,25,5,0,0.0,0.0,
CAF-myeloid,matrix-integrin,25,10,5,0.16666666666666666,0.5,COL1A1;COL1A2;COL3A1;DCN;LUM
CAF-myeloid,myCAF,25,8,8,0.32,1.0,ACTA2;COL1A1;COL1A2;COL3A1;DCN;LUM;MYL9;TAGLN
CAF-myeloid,myCAF/matrix,25,11,11,0.44,1.0,ACTA2;COL1A1;COL1A2;COL3A1;DCN;FAP;LUM;MYL9;PDPN;TAGLN;THY1
CAF-myeloid,myeloid,25,8,8,0.32,1.0,C1QA;C1QB;C1QC;CD68;FCGR3A;LST1;MRC1;MSR1
CAF-myeloid,neural_schwann,25,7,0,0.0,0.0,
CAF-myeloid,panCAF,25,7,7,0.28,1.0,COL1A1;COL3A1;DCN;FAP;LUM;PDPN;THY1
CAF-myeloid,pdac_classical_like,25,7,0,0.0,0.0,
CAF-myeloid,plasma cell,25,7,0,0.0,0.0,
CAF-myeloid,proliferation,25,6,0,0.0,0.0,
CAF-myeloid,t_cell_exhaustion_checkpoint,25,6,0,0.0,0.0,
CAF-myeloid,tumor epithelial,25,6,0,0.0,0.0,
CAF-myeloid,tumor-aggressive,25,20,0,0.0,0.0,
DC/APC,B cell,8,6,0,0.0,0.0,
DC/APC,CAF-myeloid,8,25,0,0.0,0.0,
DC/APC,DC/APC,8,8,8,1.0,1.0,CCR7;CD1C;CLEC9A;HLA-DPA1;HLA-DPB1;HLA-DQA1;HLA-DRA;LAMP3
DC/APC,EMT/invasion,8,7,0,0.0,0.0,
DC/APC,FDC/GC-like,8,6,0,0.0,0.0,
DC/APC,IFN/MHC antigen-presentation,8,9,3,0.21428571428571427,0.3333333333333333,HLA-DPA1;HLA-DPB1;HLA-DRA
DC/APC,IL6-OSM/LIF-JAKSTAT,8,8,0,0.0,0.0,
DC/APC,SPP1-CD44/integrin,8,8,0,0.0,0.0,
DC/APC,SPP1/TAM,8,6,0,0.0,0.0,
DC/APC,T cell,8,5,0,0.0,0.0,
DC/APC,TGF-beta,8,6,0,0.0,0.0,
DC/APC,TGF-beta/EMT,8,13,0,0.0,0.0,
DC/APC,TGF-beta/TGFBR,8,8,0,0.0,0.0,
DC/APC,TLS chemokine,8,5,0,0.0,0.0,
DC/APC,acinar_normal,8,5,0,0.0,0.0,
DC/APC,apCAF,8,5,2,0.18181818181818182,0.4,HLA-DPA1;HLA-DRA
DC/APC,basal-like,8,7,0,0.0,0.0,
DC/APC,cd8_effector,8,6,0,0.0,0.0,
DC/APC,hypoxia,8,6,0,0.0,0.0,
DC/APC,iCAF,8,7,0,0.0,0.0,
DC/APC,immune-core,8,32,8,0.25,0.25,CCR7;CD1C;CLEC9A;HLA-DPA1;HLA-DPB1;HLA-DQA1;HLA-DRA;LAMP3
DC/APC,immune-maturity-like,8,32,8,0.25,0.25,CCR7;CD1C;CLEC9A;HLA-DPA1;HLA-DPB1;HLA-DQA1;HLA-DRA;LAMP3
DC/APC,islet_endocrine,8,5,0,0.0,0.0,
DC/APC,matrix-integrin,8,10,0,0.0,0.0,
DC/APC,myCAF,8,8,0,0.0,0.0,
DC/APC,myCAF/matrix,8,11,0,0.0,0.0,
DC/APC,myeloid,8,8,0,0.0,0.0,
DC/APC,neural_schwann,8,7,0,0.0,0.0,
DC/APC,panCAF,8,7,0,0.0,0.0,
DC/APC,pdac_classical_like,8,7,0,0.0,0.0,
DC/APC,plasma cell,8,7,0,0.0,0.0,
DC/APC,proliferation,8,6,0,0.0,0.0,
DC/APC,t_cell_exhaustion_checkpoint,8,6,0,0.0,0.0,
DC/APC,tumor epithelial,8,6,0,0.0,0.0,
DC/APC,tumor-aggressive,8,20,0,0.0,0.0,
EMT/invasion,B cell,7,6,0,0.0,0.0,
EMT/invasion,CAF-myeloid,7,25,0,0.0,0.0,
EMT/invasion,DC/APC,7,8,0,0.0,0.0,
EMT/invasion,EMT/invasion,7,7,7,1.0,1.0,FN1;ITGA5;MMP2;MMP9;SNAI2;VIM;ZEB1
EMT/invasion,FDC/GC-like,7,6,0,0.0,0.0,
EMT/invasion,IFN/MHC antigen-presentation,7,9,0,0.0,0.0,
EMT/invasion,IL6-OSM/LIF-JAKSTAT,7,8,0,0.0,0.0,
EMT/invasion,SPP1-CD44/integrin,7,8,1,0.07142857142857142,0.125,ITGA5
EMT/invasion,SPP1/TAM,7,6,0,0.0,0.0,
EMT/invasion,T cell,7,5,0,0.0,0.0,
EMT/invasion,TGF-beta,7,6,0,0.0,0.0,
EMT/invasion,TGF-beta/EMT,7,13,7,0.5384615384615384,0.5384615384615384,FN1;ITGA5;MMP2;MMP9;SNAI2;VIM;ZEB1
EMT/invasion,TGF-beta/TGFBR,7,8,0,0.0,0.0,
EMT/invasion,TLS chemokine,7,5,0,0.0,0.0,
EMT/invasion,acinar_normal,7,5,0,0.0,0.0,
EMT/invasion,apCAF,7,5,0,0.0,0.0,
EMT/invasion,basal-like,7,7,0,0.0,0.0,
EMT/invasion,cd8_effector,7,6,0,0.0,0.0,
EMT/invasion,hypoxia,7,6,0,0.0,0.0,
EMT/invasion,iCAF,7,7,0,0.0,0.0,
EMT/invasion,immune-core,7,32,0,0.0,0.0,
EMT/invasion,immune-maturity-like,7,32,0,0.0,0.0,
EMT/invasion,islet_endocrine,7,5,0,0.0,0.0,
EMT/invasion,matrix-integrin,7,10,2,0.13333333333333333,0.2,FN1;ITGA5
EMT/invasion,myCAF,7,8,0,0.0,0.0,
EMT/invasion,myCAF/matrix,7,11,0,0.0,0.0,
EMT/invasion,myeloid,7,8,0,0.0,0.0,
EMT/invasion,neural_schwann,7,7,0,0.0,0.0,
EMT/invasion,panCAF,7,7,0,0.0,0.0,
EMT/invasion,pdac_classical_like,7,7,0,0.0,0.0,
EMT/invasion,plasma cell,7,7,0,0.0,0.0,
EMT/invasion,proliferation,7,6,0,0.0,0.0,
EMT/invasion,t_cell_exhaustion_checkpoint,7,6,0,0.0,0.0,
EMT/invasion,tumor epithelial,7,6,0,0.0,0.0,
EMT/invasion,tumor-aggressive,7,20,7,0.35,0.35,FN1;ITGA5;MMP2;MMP9;SNAI2;VIM;ZEB1
FDC/GC-like,B cell,6,6,0,0.0,0.0,
FDC/GC-like,CAF-myeloid,6,25,0,0.0,0.0,
FDC/GC-like,DC/APC,6,8,0,0.0,0.0,
FDC/GC-like,EMT/invasion,6,7,0,0.0,0.0,
FDC/GC-like,FDC/GC-like,6,6,6,1.0,1.0,AICDA;BCL6;CR2;CXCR5;FCER2;MKI67
FDC/GC-like,IFN/MHC antigen-presentation,6,9,0,0.0,0.0,
FDC/GC-like,IL6-OSM/LIF-JAKSTAT,6,8,0,0.0,0.0,
FDC/GC-like,SPP1-CD44/integrin,6,8,0,0.0,0.0,
FDC/GC-like,SPP1/TAM,6,6,0,0.0,0.0,
FDC/GC-like,T cell,6,5,0,0.0,0.0,
FDC/GC-like,TGF-beta,6,6,0,0.0,0.0,
FDC/GC-like,TGF-beta/EMT,6,13,0,0.0,0.0,
FDC/GC-like,TGF-beta/TGFBR,6,8,0,0.0,0.0,
FDC/GC-like,TLS chemokine,6,5,0,0.0,0.0,
FDC/GC-like,acinar_normal,6,5,0,0.0,0.0,
FDC/GC-like,apCAF,6,5,0,0.0,0.0,
FDC/GC-like,basal-like,6,7,0,0.0,0.0,
FDC/GC-like,cd8_effector,6,6,0,0.0,0.0,
FDC/GC-like,hypoxia,6,6,0,0.0,0.0,
FDC/GC-like,iCAF,6,7,0,0.0,0.0,
FDC/GC-like,immune-core,6,32,0,0.0,0.0,
FDC/GC-like,immune-maturity-like,6,32,6,0.1875,0.1875,AICDA;BCL6;CR2;CXCR5;FCER2;MKI67
FDC/GC-like,islet_endocrine,6,5,0,0.0,0.0,
FDC/GC-like,matrix-integrin,6,10,0,0.0,0.0,
FDC/GC-like,myCAF,6,8,0,0.0,0.0,
FDC/GC-like,myCAF/matrix,6,11,0,0.0,0.0,
FDC/GC-like,myeloid,6,8,0,0.0,0.0,
FDC/GC-like,neural_schwann,6,7,0,0.0,0.0,
FDC/GC-like,panCAF,6,7,0,0.0,0.0,
FDC/GC-like,pdac_classical_like,6,7,0,0.0,0.0,
FDC/GC-like,plasma cell,6,7,0,0.0,0.0,
FDC/GC-like,proliferation,6,6,1,0.09090909090909091,0.16666666666666666,MKI67
FDC/GC-like,t_cell_exhaustion_checkpoint,6,6,0,0.0,0.0,
FDC/GC-like,tumor epithelial,6,6,0,0.0,0.0,
FDC/GC-like,tumor-aggressive,6,20,0,0.0,0.0,
IFN/MHC antigen-presentation,B cell,9,6,0,0.0,0.0,
IFN/MHC antigen-presentation,CAF-myeloid,9,25,0,0.0,0.0,
IFN/MHC antigen-presentation,DC/APC,9,8,3,0.21428571428571427,0.375,HLA-DPA1;HLA-DPB1;HLA-DRA
IFN/MHC antigen-presentation,EMT/invasion,9,7,0,0.0,0.0,
IFN/MHC antigen-presentation,FDC/GC-like,9,6,0,0.0,0.0,
IFN/MHC antigen-presentation,IFN/MHC antigen-presentation,9,9,9,1.0,1.0,B2M;CXCL10;CXCL9;HLA-DPA1;HLA-DPB1;HLA-DRA;IRF1;STAT1;TAP1
IFN/MHC antigen-presentation,IL6-OSM/LIF-JAKSTAT,9,8,0,0.0,0.0,
IFN/MHC antigen-presentation,SPP1-CD44/integrin,9,8,0,0.0,0.0,
IFN/MHC antigen-presentation,SPP1/TAM,9,6,0,0.0,0.0,
IFN/MHC antigen-presentation,T cell,9,5,0,0.0,0.0,
IFN/MHC antigen-presentation,TGF-beta,9,6,0,0.0,0.0,
IFN/MHC antigen-presentation,TGF-beta/EMT,9,13,0,0.0,0.0,
IFN/MHC antigen-presentation,TGF-beta/TGFBR,9,8,0,0.0,0.0,
IFN/MHC antigen-presentation,TLS chemokine,9,5,2,0.16666666666666666,0.4,CXCL10;CXCL9
IFN/MHC antigen-presentation,acinar_normal,9,5,0,0.0,0.0,
IFN/MHC antigen-presentation,apCAF,9,5,2,0.16666666666666666,0.4,HLA-DPA1;HLA-DRA
IFN/MHC antigen-presentation,basal-like,9,7,0,0.0,0.0,
IFN/MHC antigen-presentation,cd8_effector,9,6,0,0.0,0.0,
IFN/MHC antigen-presentation,hypoxia,9,6,0,0.0,0.0,
IFN/MHC antigen-presentation,iCAF,9,7,0,0.0,0.0,
IFN/MHC antigen-presentation,immune-core,9,32,9,0.28125,0.28125,B2M;CXCL10;CXCL9;HLA-DPA1;HLA-DPB1;HLA-DRA;IRF1;STAT1;TAP1
IFN/MHC antigen-presentation,immune-maturity-like,9,32,5,0.1388888888888889,0.15625,CXCL10;CXCL9;HLA-DPA1;HLA-DPB1;HLA-DRA
IFN/MHC antigen-presentation,islet_endocrine,9,5,0,0.0,0.0,
IFN/MHC antigen-presentation,matrix-integrin,9,10,0,0.0,0.0,
IFN/MHC antigen-presentation,myCAF,9,8,0,0.0,0.0,
IFN/MHC antigen-presentation,myCAF/matrix,9,11,0,0.0,0.0,
IFN/MHC antigen-presentation,myeloid,9,8,0,0.0,0.0,
IFN/MHC antigen-presentation,neural_schwann,9,7,0,0.0,0.0,
IFN/MHC antigen-presentation,panCAF,9,7,0,0.0,0.0,
IFN/MHC antigen-presentation,pdac_classical_like,9,7,0,0.0,0.0,
IFN/MHC antigen-presentation,plasma cell,9,7,0,0.0,0.0,
IFN/MHC antigen-presentation,proliferation,9,6,0,0.0,0.0,
IFN/MHC antigen-presentation,t_cell_exhaustion_checkpoint,9,6,0,0.0,0.0,
IFN/MHC antigen-presentation,tumor epithelial,9,6,0,0.0,0.0,
IFN/MHC antigen-presentation,tumor-aggressive,9,20,0,0.0,0.0,
IL6-OSM/LIF-JAKSTAT,B cell,8,6,0,0.0,0.0,
IL6-OSM/LIF-JAKSTAT,CAF-myeloid,8,25,0,0.0,0.0,
IL6-OSM/LIF-JAKSTAT,DC/APC,8,8,0,0.0,0.0,
IL6-OSM/LIF-JAKSTAT,EMT/invasion,8,7,0,0.0,0.0,
IL6-OSM/LIF-JAKSTAT,FDC/GC-like,8,6,0,0.0,0.0,
IL6-OSM/LIF-JAKSTAT,IFN/MHC antigen-presentation,8,9,0,0.0,0.0,
IL6-OSM/LIF-JAKSTAT,IL6-OSM/LIF-JAKSTAT,8,8,8,1.0,1.0,IL6;IL6ST;JAK1;JAK2;LIF;OSM;SOCS3;STAT3
IL6-OSM/LIF-JAKSTAT,SPP1-CD44/integrin,8,8,0,0.0,0.0,
IL6-OSM/LIF-JAKSTAT,SPP1/TAM,8,6,0,0.0,0.0,
IL6-OSM/LIF-JAKSTAT,T cell,8,5,0,0.0,0.0,
IL6-OSM/LIF-JAKSTAT,TGF-beta,8,6,0,0.0,0.0,
IL6-OSM/LIF-JAKSTAT,TGF-beta/EMT,8,13,0,0.0,0.0,
IL6-OSM/LIF-JAKSTAT,TGF-beta/TGFBR,8,8,0,0.0,0.0,
IL6-OSM/LIF-JAKSTAT,TLS chemokine,8,5,0,0.0,0.0,
IL6-OSM/LIF-JAKSTAT,acinar_normal,8,5,0,0.0,0.0,
IL6-OSM/LIF-JAKSTAT,apCAF,8,5,0,0.0,0.0,
IL6-OSM/LIF-JAKSTAT,basal-like,8,7,0,0.0,0.0,
IL6-OSM/LIF-JAKSTAT,cd8_effector,8,6,0,0.0,0.0,
IL6-OSM/LIF-JAKSTAT,hypoxia,8,6,0,0.0,0.0,
IL6-OSM/LIF-JAKSTAT,iCAF,8,7,2,0.15384615384615385,0.2857142857142857,IL6;LIF
IL6-OSM/LIF-JAKSTAT,immune-core,8,32,0,0.0,0.0,
IL6-OSM/LIF-JAKSTAT,immune-maturity-like,8,32,0,0.0,0.0,
IL6-OSM/LIF-JAKSTAT,islet_endocrine,8,5,0,0.0,0.0,
IL6-OSM/LIF-JAKSTAT,matrix-integrin,8,10,0,0.0,0.0,
IL6-OSM/LIF-JAKSTAT,myCAF,8,8,0,0.0,0.0,
IL6-OSM/LIF-JAKSTAT,myCAF/matrix,8,11,0,0.0,0.0,
IL6-OSM/LIF-JAKSTAT,myeloid,8,8,0,0.0,0.0,
IL6-OSM/LIF-JAKSTAT,neural_schwann,8,7,0,0.0,0.0,
IL6-OSM/LIF-JAKSTAT,panCAF,8,7,0,0.0,0.0,
IL6-OSM/LIF-JAKSTAT,pdac_classical_like,8,7,0,0.0,0.0,
IL6-OSM/LIF-JAKSTAT,plasma cell,8,7,0,0.0,0.0,
IL6-OSM/LIF-JAKSTAT,proliferation,8,6,0,0.0,0.0,
IL6-OSM/LIF-JAKSTAT,t_cell_exhaustion_checkpoint,8,6,0,0.0,0.0,
IL6-OSM/LIF-JAKSTAT,tumor epithelial,8,6,0,0.0,0.0,
IL6-OSM/LIF-JAKSTAT,tumor-aggressive,8,20,0,0.0,0.0,
SPP1-CD44/integrin,B cell,8,6,0,0.0,0.0,
SPP1-CD44/integrin,CAF-myeloid,8,25,4,0.13793103448275862,0.16,APOE;LGALS3;SPP1;TREM2
SPP1-CD44/integrin,DC/APC,8,8,0,0.0,0.0,
SPP1-CD44/integrin,EMT/invasion,8,7,1,0.07142857142857142,0.14285714285714285,ITGA5
SPP1-CD44/integrin,FDC/GC-like,8,6,0,0.0,0.0,
SPP1-CD44/integrin,IFN/MHC antigen-presentation,8,9,0,0.0,0.0,
SPP1-CD44/integrin,IL6-OSM/LIF-JAKSTAT,8,8,0,0.0,0.0,
SPP1-CD44/integrin,SPP1-CD44/integrin,8,8,8,1.0,1.0,APOE;CD44;ITGA5;ITGAV;ITGB1;LGALS3;SPP1;TREM2
SPP1-CD44/integrin,SPP1/TAM,8,6,4,0.4,0.6666666666666666,APOE;LGALS3;SPP1;TREM2
SPP1-CD44/integrin,T cell,8,5,0,0.0,0.0,
SPP1-CD44/integrin,TGF-beta,8,6,0,0.0,0.0,
SPP1-CD44/integrin,TGF-beta/EMT,8,13,1,0.05,0.07692307692307693,ITGA5
SPP1-CD44/integrin,TGF-beta/TGFBR,8,8,0,0.0,0.0,
SPP1-CD44/integrin,TLS chemokine,8,5,0,0.0,0.0,
SPP1-CD44/integrin,acinar_normal,8,5,0,0.0,0.0,
SPP1-CD44/integrin,apCAF,8,5,0,0.0,0.0,
SPP1-CD44/integrin,basal-like,8,7,0,0.0,0.0,
SPP1-CD44/integrin,cd8_effector,8,6,0,0.0,0.0,
SPP1-CD44/integrin,hypoxia,8,6,0,0.0,0.0,
SPP1-CD44/integrin,iCAF,8,7,0,0.0,0.0,
SPP1-CD44/integrin,immune-core,8,32,0,0.0,0.0,
SPP1-CD44/integrin,immune-maturity-like,8,32,0,0.0,0.0,
SPP1-CD44/integrin,islet_endocrine,8,5,0,0.0,0.0,
SPP1-CD44/integrin,matrix-integrin,8,10,3,0.2,0.3,ITGA5;ITGAV;ITGB1
SPP1-CD44/integrin,myCAF,8,8,0,0.0,0.0,
SPP1-CD44/integrin,myCAF/matrix,8,11,0,0.0,0.0,
SPP1-CD44/integrin,myeloid,8,8,0,0.0,0.0,
SPP1-CD44/integrin,neural_schwann,8,7,0,0.0,0.0,
SPP1-CD44/integrin,panCAF,8,7,0,0.0,0.0,
SPP1-CD44/integrin,pdac_classical_like,8,7,0,0.0,0.0,
SPP1-CD44/integrin,plasma cell,8,7,0,0.0,0.0,
SPP1-CD44/integrin,proliferation,8,6,0,0.0,0.0,
SPP1-CD44/integrin,t_cell_exhaustion_checkpoint,8,6,0,0.0,0.0,
SPP1-CD44/integrin,tumor epithelial,8,6,0,0.0,0.0,
SPP1-CD44/integrin,tumor-aggressive,8,20,1,0.037037037037037035,0.05,ITGA5
SPP1/TAM,B cell,6,6,0,0.0,0.0,
SPP1/TAM,CAF-myeloid,6,25,6,0.24,0.24,APOE;CCL18;CTSB;LGALS3;SPP1;TREM2
SPP1/TAM,DC/APC,6,8,0,0.0,0.0,
SPP1/TAM,EMT/invasion,6,7,0,0.0,0.0,
SPP1/TAM,FDC/GC-like,6,6,0,0.0,0.0,
SPP1/TAM,IFN/MHC antigen-presentation,6,9,0,0.0,0.0,
SPP1/TAM,IL6-OSM/LIF-JAKSTAT,6,8,0,0.0,0.0,
SPP1/TAM,SPP1-CD44/integrin,6,8,4,0.4,0.5,APOE;LGALS3;SPP1;TREM2
SPP1/TAM,SPP1/TAM,6,6,6,1.0,1.0,APOE;CCL18;CTSB;LGALS3;SPP1;TREM2
SPP1/TAM,T cell,6,5,0,0.0,0.0,
SPP1/TAM,TGF-beta,6,6,0,0.0,0.0,
SPP1/TAM,TGF-beta/EMT,6,13,0,0.0,0.0,
SPP1/TAM,TGF-beta/TGFBR,6,8,0,0.0,0.0,
SPP1/TAM,TLS chemokine,6,5,0,0.0,0.0,
SPP1/TAM,acinar_normal,6,5,0,0.0,0.0,
SPP1/TAM,apCAF,6,5,0,0.0,0.0,
SPP1/TAM,basal-like,6,7,0,0.0,0.0,
SPP1/TAM,cd8_effector,6,6,0,0.0,0.0,
SPP1/TAM,hypoxia,6,6,0,0.0,0.0,
SPP1/TAM,iCAF,6,7,0,0.0,0.0,
SPP1/TAM,immune-core,6,32,0,0.0,0.0,
SPP1/TAM,immune-maturity-like,6,32,0,0.0,0.0,
SPP1/TAM,islet_endocrine,6,5,0,0.0,0.0,
SPP1/TAM,matrix-integrin,6,10,0,0.0,0.0,
SPP1/TAM,myCAF,6,8,0,0.0,0.0,
SPP1/TAM,myCAF/matrix,6,11,0,0.0,0.0,
SPP1/TAM,myeloid,6,8,0,0.0,0.0,
SPP1/TAM,neural_schwann,6,7,0,0.0,0.0,
SPP1/TAM,panCAF,6,7,0,0.0,0.0,
SPP1/TAM,pdac_classical_like,6,7,0,0.0,0.0,
SPP1/TAM,plasma cell,6,7,0,0.0,0.0,
SPP1/TAM,proliferation,6,6,0,0.0,0.0,
SPP1/TAM,t_cell_exhaustion_checkpoint,6,6,0,0.0,0.0,
SPP1/TAM,tumor epithelial,6,6,0,0.0,0.0,
SPP1/TAM,tumor-aggressive,6,20,0,0.0,0.0,
T cell,B cell,5,6,0,0.0,0.0,
T cell,CAF-myeloid,5,25,0,0.0,0.0,
T cell,DC/APC,5,8,0,0.0,0.0,
T cell,EMT/invasion,5,7,0,0.0,0.0,
T cell,FDC/GC-like,5,6,0,0.0,0.0,
T cell,IFN/MHC antigen-presentation,5,9,0,0.0,0.0,
T cell,IL6-OSM/LIF-JAKSTAT,5,8,0,0.0,0.0,
T cell,SPP1-CD44/integrin,5,8,0,0.0,0.0,
T cell,SPP1/TAM,5,6,0,0.0,0.0,
T cell,T cell,5,5,5,1.0,1.0,CD2;CD247;CD3D;CD3E;TRAC
T cell,TGF-beta,5,6,0,0.0,0.0,
T cell,TGF-beta/EMT,5,13,0,0.0,0.0,
T cell,TGF-beta/TGFBR,5,8,0,0.0,0.0,
T cell,TLS chemokine,5,5,0,0.0,0.0,
T cell,acinar_normal,5,5,0,0.0,0.0,
T cell,apCAF,5,5,0,0.0,0.0,
